order_id,customer_id,customer_email,customer_name,order_date,order_value,status
ord_024,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-04 16:33:20,330.04,completed
ord_025,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-04 11:27:14,336.62,failed
ord_026,cust_109,grace.davis@example.com,Grace Davis,2026-06-04 18:58:49,245.66,completed
ord_027,cust_108,frank.miller@example.com,Frank Miller,2026-06-04 10:52:24,247.05,completed
ord_028,cust_105,charlie.green@example.com,Charlie Green,2026-06-04 11:32:48,111.85,completed
ord_029,cust_104,alice.brown@example.com,Alice Brown,2026-06-05 19:35:55,257.14,completed
ord_030,cust_108,frank.miller@example.com,Frank Miller,2026-06-05 18:12:07,51.65,completed
ord_031,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-05 10:15:21,196.91,completed
ord_032,cust_105,charlie.green@example.com,Charlie Green,2026-06-05 21:32:28,45.76,failed
ord_033,cust_105,charlie.green@example.com,Charlie Green,2026-06-05 08:11:52,270.42,completed
ord_034,cust_102,jane.smith@example.com,Jane Smith,2026-06-05 08:22:07,253.55,completed
ord_035,cust_109,grace.davis@example.com,Grace Davis,2026-06-05 17:06:06,63.29,completed
ord_036,cust_109,grace.davis@example.com,Grace Davis,2026-06-05 15:32:36,116.05,completed
ord_037,cust_104,alice.brown@example.com,Alice Brown,2026-06-05 10:10:42,243.98,completed
ord_038,cust_108,frank.miller@example.com,Frank Miller,2026-06-06 08:35:23,193.59,completed
ord_039,cust_105,charlie.green@example.com,Charlie Green,2026-06-06 18:24:43,228.31,completed
ord_040,cust_105,charlie.green@example.com,Charlie Green,2026-06-06 12:29:46,338.29,completed
ord_041,cust_108,frank.miller@example.com,Frank Miller,2026-06-06 13:50:37,146.88,completed
ord_042,cust_106,david.white@example.com,David White,2026-06-06 12:09:36,105.13,completed
ord_043,cust_108,frank.miller@example.com,Frank Miller,2026-06-06 18:46:36,247.35,completed
ord_044,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-06 13:46:13,221.99,completed
ord_045,cust_104,alice.brown@example.com,Alice Brown,2026-06-06 15:15:17,154.51,completed
ord_046,cust_107,eva.black@example.com,Eva Black,2026-06-06 10:42:21,206.84,completed
ord_047,cust_104,alice.brown@example.com,Alice Brown,2026-06-06 18:58:17,148.69,completed
ord_048,cust_104,alice.brown@example.com,Alice Brown,2026-06-06 14:16:15,320.59,completed
ord_049,cust_105,charlie.green@example.com,Charlie Green,2026-06-06 13:07:34,160.19,completed
ord_050,cust_108,frank.miller@example.com,Frank Miller,2026-06-07 16:51:43,269.56,completed
ord_051,cust_101,john.doe@example.com,John Doe,2026-06-07 16:35:57,311.3,completed
ord_052,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-07 14:58:45,63.28,completed
ord_053,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-07 09:53:08,243.15,failed
ord_054,cust_109,grace.davis@example.com,Grace Davis,2026-06-07 17:09:26,331.23,completed
ord_055,cust_105,charlie.green@example.com,Charlie Green,2026-06-08 11:50:13,291.07,completed
ord_056,cust_109,grace.davis@example.com,Grace Davis,2026-06-08 17:12:01,76.46,completed
ord_057,cust_108,frank.miller@example.com,Frank Miller,2026-06-08 17:55:34,126.78,completed
ord_058,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-08 17:37:40,344.7,completed
ord_059,cust_102,jane.smith@example.com,Jane Smith,2026-06-08 13:34:16,53.87,failed
ord_060,cust_105,charlie.green@example.com,Charlie Green,2026-06-08 18:09:31,166.31,completed
ord_061,cust_107,eva.black@example.com,Eva Black,2026-06-08 21:25:15,146.91,failed
ord_062,cust_107,eva.black@example.com,Eva Black,2026-06-08 08:04:20,171.45,completed
ord_063,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-08 14:54:08,288.51,failed
ord_064,cust_106,david.white@example.com,David White,2026-06-09 09:49:00,185.4,completed
ord_065,cust_106,david.white@example.com,David White,2026-06-09 15:44:27,106.47,completed
ord_066,cust_102,jane.smith@example.com,Jane Smith,2026-06-09 08:18:34,83.86,completed
ord_067,cust_105,charlie.green@example.com,Charlie Green,2026-06-09 18:02:19,114.86,completed
ord_068,cust_106,david.white@example.com,David White,2026-06-09 20:25:42,273.35,completed
ord_069,cust_101,john.doe@example.com,John Doe,2026-06-09 09:47:07,228.77,completed
ord_070,cust_101,john.doe@example.com,John Doe,2026-06-10 18:55:25,219.41,completed
ord_071,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-10 13:00:20,326.16,completed
ord_072,cust_106,david.white@example.com,David White,2026-06-10 18:52:28,180.15,completed
ord_073,cust_101,john.doe@example.com,John Doe,2026-06-10 21:45:36,231.69,completed
ord_074,cust_108,frank.miller@example.com,Frank Miller,2026-06-10 16:47:23,340.13,completed
ord_075,cust_106,david.white@example.com,David White,2026-06-10 19:37:19,281.85,failed
ord_076,cust_107,eva.black@example.com,Eva Black,2026-06-10 11:23:03,93.16,completed
ord_077,cust_101,john.doe@example.com,John Doe,2026-06-10 14:36:54,164.06,completed
ord_078,cust_107,eva.black@example.com,Eva Black,2026-06-10 21:49:28,342.13,completed
ord_079,cust_102,jane.smith@example.com,Jane Smith,2026-06-10 12:27:39,331.46,completed
ord_080,cust_104,alice.brown@example.com,Alice Brown,2026-06-11 08:49:42,101.13,completed
ord_081,cust_105,charlie.green@example.com,Charlie Green,2026-06-11 14:24:03,237.82,completed
ord_082,cust_106,david.white@example.com,David White,2026-06-11 08:44:36,288.02,completed
ord_083,cust_108,frank.miller@example.com,Frank Miller,2026-06-11 16:38:43,247.76,completed
ord_084,cust_109,grace.davis@example.com,Grace Davis,2026-06-11 14:17:08,167.4,failed
ord_085,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-11 19:19:50,205.66,failed
ord_086,cust_105,charlie.green@example.com,Charlie Green,2026-06-11 14:07:09,106.54,completed
ord_087,cust_105,charlie.green@example.com,Charlie Green,2026-06-11 15:51:05,326.9,failed
ord_088,cust_104,alice.brown@example.com,Alice Brown,2026-06-11 19:44:33,335.51,completed
ord_089,cust_107,eva.black@example.com,Eva Black,2026-06-12 08:44:21,189.54,completed
ord_090,cust_106,david.white@example.com,David White,2026-06-12 13:44:11,142.39,failed
ord_091,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-12 11:52:23,253.82,completed
ord_092,cust_105,charlie.green@example.com,Charlie Green,2026-06-12 18:05:59,93.42,completed
ord_093,cust_105,charlie.green@example.com,Charlie Green,2026-06-12 12:34:50,312.57,completed
ord_094,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-12 17:03:45,169.5,completed
ord_095,cust_104,alice.brown@example.com,Alice Brown,2026-06-12 19:33:09,266.42,completed
ord_096,cust_105,charlie.green@example.com,Charlie Green,2026-06-12 17:15:02,345.02,completed
ord_097,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-12 09:47:13,119.26,completed
ord_098,cust_101,john.doe@example.com,John Doe,2026-06-13 15:31:08,104.53,completed
ord_099,cust_101,john.doe@example.com,John Doe,2026-06-13 17:39:38,65.58,completed
ord_100,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-13 11:43:07,252.46,completed
ord_101,cust_104,alice.brown@example.com,Alice Brown,2026-06-13 14:53:07,110.12,completed
ord_102,cust_105,charlie.green@example.com,Charlie Green,2026-06-13 14:49:58,159.22,completed
ord_103,cust_104,alice.brown@example.com,Alice Brown,2026-06-13 10:09:49,275.19,completed
ord_104,cust_101,john.doe@example.com,John Doe,2026-06-13 16:47:27,156.54,completed
ord_105,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-13 14:36:17,300.25,failed
ord_106,cust_106,david.white@example.com,David White,2026-06-14 16:29:09,338.02,completed
ord_107,cust_101,john.doe@example.com,John Doe,2026-06-14 16:06:52,94.96,completed
ord_108,cust_102,jane.smith@example.com,Jane Smith,2026-06-14 12:20:49,158.47,failed
ord_109,cust_105,charlie.green@example.com,Charlie Green,2026-06-14 17:10:57,90.19,completed
ord_110,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-14 09:55:36,56.49,completed
ord_111,cust_106,david.white@example.com,David White,2026-06-14 15:07:22,120.3,failed
ord_112,cust_104,alice.brown@example.com,Alice Brown,2026-06-14 19:26:22,50.1,completed
ord_113,cust_109,grace.davis@example.com,Grace Davis,2026-06-15 18:54:28,191.36,completed
ord_114,cust_108,frank.miller@example.com,Frank Miller,2026-06-15 16:22:06,155.32,completed
ord_115,cust_102,jane.smith@example.com,Jane Smith,2026-06-15 20:44:17,310.82,completed
ord_116,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-15 09:51:56,318.78,completed
ord_117,cust_101,john.doe@example.com,John Doe,2026-06-15 10:51:40,339.25,completed
ord_118,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-16 08:08:47,101.52,completed
ord_119,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-16 15:35:23,147.21,completed
ord_120,cust_104,alice.brown@example.com,Alice Brown,2026-06-16 08:18:54,319.04,completed
ord_121,cust_102,jane.smith@example.com,Jane Smith,2026-06-16 11:08:48,215.01,completed
ord_122,cust_101,john.doe@example.com,John Doe,2026-06-16 08:40:48,322.35,completed
ord_123,cust_106,david.white@example.com,David White,2026-06-16 11:53:44,206.46,failed
ord_124,cust_109,grace.davis@example.com,Grace Davis,2026-06-16 17:39:18,293.47,completed
ord_125,cust_105,charlie.green@example.com,Charlie Green,2026-06-16 13:04:02,211.0,completed
ord_126,cust_101,john.doe@example.com,John Doe,2026-06-16 20:04:17,284.58,completed
ord_127,cust_108,frank.miller@example.com,Frank Miller,2026-06-16 14:06:58,137.24,failed
ord_128,cust_108,frank.miller@example.com,Frank Miller,2026-06-17 09:24:00,221.92,completed
ord_129,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-17 09:23:48,241.6,completed
ord_130,cust_108,frank.miller@example.com,Frank Miller,2026-06-17 12:43:58,246.52,completed
ord_131,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-17 14:05:03,180.58,completed
ord_132,cust_104,alice.brown@example.com,Alice Brown,2026-06-17 15:00:33,118.56,completed
ord_133,cust_107,eva.black@example.com,Eva Black,2026-06-17 18:02:08,122.23,completed
ord_134,cust_109,grace.davis@example.com,Grace Davis,2026-06-17 14:22:31,57.74,completed
ord_135,cust_101,john.doe@example.com,John Doe,2026-06-17 15:29:34,328.9,completed
ord_136,cust_104,alice.brown@example.com,Alice Brown,2026-06-17 17:11:24,206.03,failed
ord_137,cust_109,grace.davis@example.com,Grace Davis,2026-06-18 16:42:12,230.94,completed
ord_138,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-18 20:27:27,90.5,completed
ord_139,cust_107,eva.black@example.com,Eva Black,2026-06-18 17:24:02,278.79,completed
ord_140,cust_101,john.doe@example.com,John Doe,2026-06-18 19:06:58,167.71,completed
ord_141,cust_105,charlie.green@example.com,Charlie Green,2026-06-18 20:51:13,259.89,completed
ord_142,cust_106,david.white@example.com,David White,2026-06-19 13:48:57,182.66,completed
ord_143,cust_101,john.doe@example.com,John Doe,2026-06-19 18:17:24,254.76,completed
ord_144,cust_101,john.doe@example.com,John Doe,2026-06-19 12:28:11,131.59,failed
ord_145,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-19 16:52:15,345.72,completed
ord_146,cust_106,david.white@example.com,David White,2026-06-19 14:55:51,81.6,completed
ord_147,cust_104,alice.brown@example.com,Alice Brown,2026-06-19 13:53:28,245.77,completed
ord_148,cust_101,john.doe@example.com,John Doe,2026-06-19 08:02:22,73.73,completed
ord_149,cust_101,john.doe@example.com,John Doe,2026-06-19 08:46:05,250.36,completed
ord_150,cust_106,david.white@example.com,David White,2026-06-19 11:02:53,186.61,completed
ord_151,cust_105,charlie.green@example.com,Charlie Green,2026-06-19 13:34:36,85.86,completed
ord_152,cust_108,frank.miller@example.com,Frank Miller,2026-06-20 09:11:31,199.04,completed
ord_153,cust_101,john.doe@example.com,John Doe,2026-06-20 14:16:42,300.5,completed
ord_154,cust_107,eva.black@example.com,Eva Black,2026-06-20 21:30:48,279.86,completed
ord_155,cust_106,david.white@example.com,David White,2026-06-20 19:16:10,131.36,completed
ord_156,cust_102,jane.smith@example.com,Jane Smith,2026-06-20 15:46:40,299.53,failed
ord_157,cust_107,eva.black@example.com,Eva Black,2026-06-20 09:32:31,211.41,completed
ord_158,cust_107,eva.black@example.com,Eva Black,2026-06-20 18:03:47,158.73,completed
ord_159,cust_109,grace.davis@example.com,Grace Davis,2026-06-20 14:59:13,309.41,completed
ord_160,cust_108,frank.miller@example.com,Frank Miller,2026-06-20 18:25:33,342.28,failed
ord_161,cust_101,john.doe@example.com,John Doe,2026-06-20 16:17:10,204.08,completed
ord_162,cust_104,alice.brown@example.com,Alice Brown,2026-06-20 19:35:00,310.88,completed
ord_163,cust_105,charlie.green@example.com,Charlie Green,2026-06-20 15:01:10,253.51,completed
ord_164,cust_107,eva.black@example.com,Eva Black,2026-06-21 10:33:38,313.64,completed
ord_165,cust_101,john.doe@example.com,John Doe,2026-06-21 17:12:38,183.37,completed
ord_166,cust_104,alice.brown@example.com,Alice Brown,2026-06-21 21:15:21,304.77,completed
ord_167,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-21 12:03:11,124.41,completed
ord_168,cust_109,grace.davis@example.com,Grace Davis,2026-06-21 20:50:38,253.06,completed
ord_169,cust_106,david.white@example.com,David White,2026-06-21 21:05:49,167.15,completed
ord_170,cust_104,alice.brown@example.com,Alice Brown,2026-06-22 17:35:35,309.4,completed
ord_171,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-22 11:50:38,229.51,completed
ord_172,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-22 16:55:54,148.51,completed
ord_173,cust_106,david.white@example.com,David White,2026-06-22 17:27:10,66.29,completed
ord_174,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-22 18:09:54,222.15,completed
ord_175,cust_104,alice.brown@example.com,Alice Brown,2026-06-23 18:23:18,311.84,completed
ord_176,cust_101,john.doe@example.com,John Doe,2026-06-23 11:39:50,343.9,completed
ord_177,cust_105,charlie.green@example.com,Charlie Green,2026-06-23 15:36:21,57.61,completed
ord_178,cust_101,john.doe@example.com,John Doe,2026-06-23 09:11:41,121.07,completed
ord_179,cust_101,john.doe@example.com,John Doe,2026-06-23 19:16:41,235.52,completed
ord_180,cust_101,john.doe@example.com,John Doe,2026-06-23 18:09:11,249.41,completed
ord_181,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-23 11:44:52,106.48,completed
ord_182,cust_109,grace.davis@example.com,Grace Davis,2026-06-23 18:22:17,91.28,completed
ord_183,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-24 12:50:03,292.88,completed
ord_184,cust_109,grace.davis@example.com,Grace Davis,2026-06-24 12:07:32,317.77,completed
ord_185,cust_101,john.doe@example.com,John Doe,2026-06-24 17:12:39,50.13,completed
ord_186,cust_108,frank.miller@example.com,Frank Miller,2026-06-24 14:07:48,324.71,completed
ord_187,cust_108,frank.miller@example.com,Frank Miller,2026-06-24 20:39:44,120.99,completed
ord_188,cust_104,alice.brown@example.com,Alice Brown,2026-06-24 12:16:01,126.42,failed
ord_189,cust_104,alice.brown@example.com,Alice Brown,2026-06-24 18:15:00,198.44,completed
ord_190,cust_101,john.doe@example.com,John Doe,2026-06-24 11:32:58,84.93,completed
ord_191,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-24 19:38:22,337.78,completed
ord_192,cust_101,john.doe@example.com,John Doe,2026-06-24 16:41:54,269.02,completed
ord_193,cust_102,jane.smith@example.com,Jane Smith,2026-06-24 20:27:20,108.26,completed
ord_194,cust_101,john.doe@example.com,John Doe,2026-06-24 18:13:28,285.31,completed
ord_195,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-25 12:06:55,141.42,completed
ord_196,cust_102,jane.smith@example.com,Jane Smith,2026-06-25 17:43:28,342.17,completed
ord_197,cust_109,grace.davis@example.com,Grace Davis,2026-06-25 12:42:16,303.77,completed
ord_198,cust_107,eva.black@example.com,Eva Black,2026-06-25 17:58:24,74.23,completed
ord_199,cust_106,david.white@example.com,David White,2026-06-25 17:48:56,57.9,completed
ord_200,cust_108,frank.miller@example.com,Frank Miller,2026-06-25 21:18:31,229.53,completed
ord_201,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-25 19:26:50,117.94,completed
ord_202,cust_104,alice.brown@example.com,Alice Brown,2026-06-25 19:47:28,331.92,completed
ord_203,cust_108,frank.miller@example.com,Frank Miller,2026-06-26 12:28:23,290.74,completed
ord_204,cust_102,jane.smith@example.com,Jane Smith,2026-06-26 08:16:33,70.54,completed
ord_205,cust_109,grace.davis@example.com,Grace Davis,2026-06-26 17:06:35,295.89,completed
ord_206,cust_102,jane.smith@example.com,Jane Smith,2026-06-26 17:43:03,141.96,completed
ord_207,cust_108,frank.miller@example.com,Frank Miller,2026-06-26 08:38:35,151.97,completed
ord_208,cust_102,jane.smith@example.com,Jane Smith,2026-06-27 16:56:31,143.3,completed
ord_209,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-27 20:13:55,301.65,completed
ord_210,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-27 15:57:37,245.88,completed
ord_211,cust_107,eva.black@example.com,Eva Black,2026-06-27 19:16:15,195.41,completed
ord_212,cust_101,john.doe@example.com,John Doe,2026-06-27 18:29:48,287.84,failed
ord_213,cust_106,david.white@example.com,David White,2026-06-27 18:32:03,135.62,completed
ord_214,cust_108,frank.miller@example.com,Frank Miller,2026-06-27 15:42:42,310.65,completed
ord_215,cust_106,david.white@example.com,David White,2026-06-27 15:17:59,270.02,completed
ord_216,cust_101,john.doe@example.com,John Doe,2026-06-28 10:25:05,324.66,completed
ord_217,cust_108,frank.miller@example.com,Frank Miller,2026-06-28 13:27:23,108.38,completed
ord_218,cust_103,bob.johnson@example.com,Bob Johnson,2026-06-28 15:23:23,88.13,completed
ord_219,cust_105,charlie.green@example.com,Charlie Green,2026-06-28 18:03:48,59.09,completed
ord_220,cust_107,eva.black@example.com,Eva Black,2026-06-28 21:21:19,305.37,completed
ord_221,cust_104,alice.brown@example.com,Alice Brown,2026-06-28 14:24:29,130.11,completed
ord_222,cust_104,alice.brown@example.com,Alice Brown,2026-06-28 19:43:27,140.19,completed
ord_223,cust_107,eva.black@example.com,Eva Black,2026-06-28 09:17:12,236.21,completed
ord_224,cust_107,eva.black@example.com,Eva Black,2026-06-29 14:02:36,323.53,completed
ord_225,cust_104,alice.brown@example.com,Alice Brown,2026-06-29 19:57:13,178.89,failed
ord_226,cust_110,henry.wilson@example.com,Henry Wilson,2026-06-29 10:32:20,177.01,completed
ord_227,cust_101,john.doe@example.com,John Doe,2026-06-29 15:34:43,216.09,completed
ord_228,cust_104,alice.brown@example.com,Alice Brown,2026-06-29 20:28:17,322.2,completed
ord_229,cust_101,john.doe@example.com,John Doe,2026-06-29 08:18:41,148.74,completed
ord_230,cust_102,jane.smith@example.com,Jane Smith,2026-06-30 11:46:53,277.96,completed
ord_231,cust_109,grace.davis@example.com,Grace Davis,2026-06-30 17:24:58,253.13,completed
ord_232,cust_101,john.doe@example.com,John Doe,2026-06-30 20:12:53,56.07,completed
ord_233,cust_106,david.white@example.com,David White,2026-06-30 20:50:39,209.38,completed
ord_234,cust_106,david.white@example.com,David White,2026-06-30 19:41:09,133.89,completed
ord_235,cust_109,grace.davis@example.com,Grace Davis,2026-06-30 21:22:56,110.22,completed
ord_236,cust_108,frank.miller@example.com,Frank Miller,2026-06-30 20:16:14,107.5,completed
